sku,categories,name,url_key,description,short_description,product_type,additional_attributes,weight,product_websites,store_view_code,product_online,visibility,qty,is_in_stock,attribute_set_code,price,special_price,special_from_date,special_to_date,tax_class_name,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,additional_images,additional_image_labels,hide_from_product_page,configurable_variations,display_product_options_in
VP08-LL-8,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=8,fashion_color=Lilac,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,,,,,Block after Info Column
VP08-LL-6,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=6,fashion_color=Lilac,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,,,,,Block after Info Column
VP08-LL-4,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=4,fashion_color=Lilac,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,,,,,Block after Info Column
VP08-LL-10,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=10,fashion_color=Lilac,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,,,,,Block after Info Column
VP08-LL,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=2,fashion_color=Lilac,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,/V/P/VP08-LL_main.jpg,Main,,,,,Block after Info Column
VP08-LA-8,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=8,fashion_color=Latte,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,,,,,Block after Info Column
VP08-LA-6,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=6,fashion_color=Latte,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,,,,,Block after Info Column
VP08-LA-4,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=4,fashion_color=Latte,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,,,,,Block after Info Column
VP08-LA-10,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=10,fashion_color=Latte,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,,,,,Block after Info Column
VP08-LA,Default Category/Bottoms/Pants & Shorts,Bella Eyelet Capris,Bella-Eyelet-Capris,"<p>The Bella Eyelet Capris are a reminder of simpler days. Pair these with a vibrant top and you're off for whatever the day holds in store. Prepare yourself for thoughtful design and impeccable seam placement.</p><p>Features:</p><ul><li>Set on waist</li><li>Zip fly</li><li>Sit just below the waist</li><li>26"" inseam</li><li>Machine wash, machine dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=2,fashion_color=Latte,fashion_style=Slim Fit|Capri,has_video=No,fashion_material=Organic Cotton|Spandex,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,/V/P/VP08-LA_main.jpg,Main,,,,,Block after Info Column
VP07-RN-XS,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,,,,,Block after Info Column
VP07-RN-S,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,,,,,Block after Info Column
VP07-RN-M,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,,,,,Block after Info Column
VP07-RN-L,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,/V/P/VP07-RN_main.jpg,Main,,,,,Block after Info Column
VP07-PE-XS,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,,,,,Block after Info Column
VP07-PE-S,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Peach,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,,,,,Block after Info Column
VP07-PE-M,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Peach,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,,,,,Block after Info Column
VP07-PE-L,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Peach,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,/V/P/VP07-PE_main.jpg,Main,,,,,Block after Info Column
VP07-LY-XS,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lily,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,,,,,Block after Info Column
VP07-LY-S,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lily,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,,,,,Block after Info Column
VP07-LY-M,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lily,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,,,,,Block after Info Column
VP07-LY-L,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lily,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,/V/P/VP07-LY_main.jpg,Main,,,,,Block after Info Column
VP07-LL-XS,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,,,,,Block after Info Column
VP07-LL-S,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,,,,,Block after Info Column
VP07-LL-M,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,,,,,Block after Info Column
VP07-LL-L,Default Category/Bottoms/Pants & Shorts,Fauna Palazzo Pants,Fauna-Palazzo-Pants,"<p>The Fauna Palazzo Pants are not for the weak of heart. They are a bold statement, and demand a personality to match. These sheer pants will be the life of the party, with or without you. </p><p>Features:</p><ul><li>Elastic waist</li><li>Tie waistband</li><li>Cotton hot pants lining</li><li>32"" inseam</li><li>Hand wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=Wide Leg|Full Length,has_video=No,fashion_material=Polyester|Spandex|Cotton,in_store_available=Online Exclusive",1,base,,1,Not Visible Individually,1000,1,Bottoms,88,70,2/1/17,8/27/19,Taxable Goods,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,/V/P/VP07-LL_main.jpg,Main,,,,,Block after Info Column
VP06-PE-XS,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Peach,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,,,,,Block after Info Column
VP06-PE-S,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Peach,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,,,,,Block after Info Column
VP06-PE-M,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Peach,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,,,,,Block after Info Column
VP06-PE-L,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Peach,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,/V/P/VP06-PE_main.jpg,Main,,,,,Block after Info Column
VP06-LY-XS,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lily,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-LY_main.jpg,Main,/V/P/VP06-LY_main.jpg,Main,/V/P/VP06-LY_main.jpg,Main,,,,,Block after Info Column
VP06-LY-S,Default Category/Bottoms/Pants & Shorts,Calista Linen Pants,Calista-Linen-Pants,"<p>The Calista Linen Pants are subdued yet classic. Your closet will welcome these versatile additions. Forget everything you know about linen, because things are about to get interesting. </p><p>Features:</p><ul><li>Cotton waistband</li><li>Drawstring waist</li><li>Sits just below the waist</li><li>31"" inseam</li><li>Machine wash, line dry</li></ul>",,simple,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lily,fashion_style=Straight Leg|Full Length,has_video=No,fashion_material=Organic Cotton|Linen,in_store_available=In Store",1,base,,1,Not Visible Individually,1000,1,Bottoms,98,,,,Taxable Goods,/V/P/VP06-LY_main.jpg,Main,/V/P/VP06-LY_main.jpg,Main,/V/P/VP06-LY_main.jpg,Main,,,,,Block after Info Column
